order_id,user_id,age_stage,category,amount,city_tier,order_date
O00018513,U003566,孕期囤货,安全座椅,2743.51,三线及以下,2021-08-21
O00018514,U004483,3-6岁,奶粉,398.26,一线城市,2021-02-16
O00018515,U004343,3-6月,辅食,594.06,二线城市,2021-11-19
O00018516,U001777,3-6月,玩具,85.76,三线及以下,2021-05-22
O00018517,U000408,1-3岁,辅食,108.21,二线城市,2021-04-28
O00018518,U003120,3-6岁,营养品,659.59,三线及以下,2021-04-22
O00018519,U002504,孕期囤货,儿童安全床,1471.29,三线及以下,2021-03-15
O00018520,U003825,6-12月,营养品,1370.97,二线城市,2021-11-12
O00018521,U000167,3-6岁,营养品,480.22,三线及以下,2021-09-10
O00018522,U003150,3-6月,纸尿裤,494.97,一线城市,2021-08-22
O00018523,U000463,6-12月,奶粉,408.29,二线城市,2021-08-09
O00018524,U003988,3-6月,纸尿裤,145.93,一线城市,2021-03-11
O00018525,U004359,3-6岁,营养品,239.56,三线及以下,2021-12-14
O00018526,U002129,3-6月,纸尿裤,307.04,二线城市,2021-01-02
O00018527,U003265,孕期囤货,儿童安全床,2133.74,一线城市,2021-10-20
O00018528,U002252,6-12月,玩具,165.79,三线及以下,2021-10-25
O00018529,U005685,3-6月,营养品,188.46,三线及以下,2021-09-21
O00018530,U005528,3-6岁,服饰,120.77,二线城市,2021-10-20
O00018531,U001344,1-3岁,服饰,140.13,一线城市,2021-12-13
O00018532,U000824,3-6月,奶粉,158.57,三线及以下,2021-10-08
O00018533,U002010,孕期囤货,玩具,207.52,二线城市,2021-10-18
O00018534,U004639,0-3月,服饰,117.05,二线城市,2021-02-27
O00018535,U005874,3-6岁,玩具,115.19,三线及以下,2021-10-10
O00018536,U000348,1-3岁,奶粉,2657.24,一线城市,2021-08-18
O00018537,U002242,1-3岁,洗护用品,97.94,一线城市,2021-03-02
O00018538,U004033,1-3岁,服饰,82.14,三线及以下,2021-08-06
O00018539,U005926,3-6月,洗护用品,71.72,三线及以下,2021-03-18
O00018540,U005176,0-3月,奶粉,1672.93,一线城市,2021-04-18
O00018541,U001320,0-3月,奶粉,605.89,一线城市,2021-07-07
O00018542,U005225,0-3月,奶粉,1540.61,二线城市,2021-02-09
O00018543,U004553,1-3岁,纸尿裤,122.25,三线及以下,2021-05-05
O00018544,U005525,1-3岁,营养品,287.53,三线及以下,2021-03-04
O00018545,U001973,6-12月,辅食,324.84,二线城市,2021-11-09
O00018546,U000951,0-3月,纸尿裤,261.44,三线及以下,2021-11-07
O00018547,U003588,3-6岁,洗护用品,120.7,二线城市,2021-12-06
O00018548,U005796,3-6岁,玩具,236.01,二线城市,2021-11-25
O00018549,U005663,6-12月,服饰,104.34,三线及以下,2021-05-04
O00018550,U001807,3-6月,奶粉,1811.81,一线城市,2021-04-03
O00018551,U003661,1-3岁,玩具,110.3,三线及以下,2021-02-25
O00018552,U000718,孕期囤货,洗护用品,85.06,三线及以下,2021-03-07
O00018553,U005322,3-6月,奶粉,382.25,一线城市,2021-10-25
O00018554,U003643,1-3岁,奶粉,854.35,三线及以下,2021-06-16
O00018555,U000317,3-6岁,玩具,127.76,二线城市,2021-12-11
O00018556,U005975,1-3岁,玩具,147.6,三线及以下,2021-04-11
O00018557,U005273,3-6月,服饰,158.31,二线城市,2021-03-25
O00018558,U004509,0-3月,纸尿裤,432.58,三线及以下,2021-03-06
O00018559,U004297,0-3月,服饰,153.65,二线城市,2021-04-02
O00018560,U005086,0-3月,纸尿裤,204.37,二线城市,2021-07-04
O00018561,U000130,孕期囤货,服饰,107.21,二线城市,2021-08-19
O00018562,U001284,3-6月,奶粉,405.67,三线及以下,2021-05-01
O00018563,U000828,6-12月,奶粉,508.17,三线及以下,2021-04-13
O00018564,U001027,0-3月,营养品,367.74,三线及以下,2021-08-13
O00018565,U001590,0-3月,奶粉,883.27,二线城市,2021-09-22
O00018566,U003393,3-6岁,玩具,121.25,二线城市,2021-08-20
O00018567,U001048,3-6岁,奶粉,1005.84,三线及以下,2021-06-13
O00018568,U000451,3-6月,纸尿裤,843.41,三线及以下,2021-04-07
O00018569,U000581,1-3岁,辅食,146.31,二线城市,2021-02-07
O00018570,U001072,1-3岁,奶粉,286.89,二线城市,2021-11-14
O00018571,U002111,1-3岁,辅食,101.77,二线城市,2021-08-21
O00018572,U002008,6-12月,奶粉,1116.82,二线城市,2022-12-27
O00018573,U003196,6-12月,奶粉,384.96,一线城市,2022-06-15
O00018574,U000838,3-6岁,玩具,127.15,三线及以下,2022-06-19
O00018575,U004722,3-6月,奶粉,999.1,一线城市,2022-12-03
O00018576,U003426,6-12月,纸尿裤,83.51,三线及以下,2022-04-21
O00018577,U002619,6-12月,洗护用品,51.26,三线及以下,2022-10-06
O00018578,U002224,3-6岁,奶粉,2039.3,一线城市,2022-03-18
O00018579,U002765,6-12月,辅食,59.61,三线及以下,2022-07-05
O00018580,U005953,孕期囤货,玩具,124.46,二线城市,2022-02-15
O00018581,U003813,6-12月,玩具,102.74,三线及以下,2022-01-22
O00018582,U001474,孕期囤货,安全座椅,1757.0,二线城市,2022-11-24
O00018583,U004777,0-3月,洗护用品,98.19,二线城市,2022-06-26
O00018584,U004386,孕期囤货,婴儿车,1819.02,一线城市,2022-08-14
O00018585,U004749,0-3月,服饰,151.74,二线城市,2022-07-02
O00018586,U000905,孕期囤货,待产包,888.58,二线城市,2022-02-18
O00018587,U003590,6-12月,奶粉,1245.43,二线城市,2022-01-05
O00018588,U004956,孕期囤货,服饰,226.49,一线城市,2022-03-21
O00018589,U004584,3-6月,纸尿裤,309.29,三线及以下,2022-09-05
O00018590,U004252,3-6月,辅食,229.97,三线及以下,2022-07-13
O00018591,U003986,6-12月,奶粉,1351.48,一线城市,2022-03-26
O00018592,U003239,3-6月,纸尿裤,122.13,二线城市,2022-07-21
O00018593,U003308,孕期囤货,洗护用品,64.09,三线及以下,2022-08-26
O00018594,U005322,3-6月,玩具,203.13,一线城市,2022-09-15
O00018595,U001944,6-12月,服饰,106.02,三线及以下,2022-09-24
O00018596,U001244,6-12月,奶粉,805.24,二线城市,2022-05-22
O00018597,U000262,孕期囤货,待产包,624.55,二线城市,2022-09-03
O00018598,U000367,1-3岁,辅食,374.04,三线及以下,2022-06-21
O00018599,U002211,3-6月,奶粉,786.77,三线及以下,2022-07-14
O00018600,U005547,3-6岁,奶粉,1112.27,三线及以下,2022-02-23
O00018601,U002756,3-6岁,辅食,44.22,三线及以下,2022-08-02
O00018602,U001414,孕期囤货,安全座椅,1616.15,三线及以下,2022-02-28
O00018603,U000038,6-12月,玩具,147.23,二线城市,2022-05-13
O00018604,U001478,孕期囤货,玩具,187.92,一线城市,2022-01-19
O00018605,U000949,1-3岁,纸尿裤,139.02,三线及以下,2022-08-01
O00018606,U004921,3-6岁,奶粉,858.2,三线及以下,2022-12-03
O00018607,U002358,3-6月,纸尿裤,118.04,三线及以下,2022-01-11
O00018608,U005824,3-6月,辅食,112.63,一线城市,2022-09-12
O00018609,U001353,0-3月,纸尿裤,154.29,二线城市,2022-10-17
O00018610,U004343,3-6月,辅食,107.29,二线城市,2022-07-22
O00018611,U005535,3-6月,辅食,542.02,一线城市,2022-01-09
O00018612,U004960,3-6岁,玩具,189.95,一线城市,2022-06-16
O00018613,U004346,0-3月,纸尿裤,327.77,三线及以下,2022-09-15
O00018614,U000005,3-6月,营养品,228.29,三线及以下,2022-09-11
O00018615,U000575,孕期囤货,待产包,415.03,三线及以下,2022-07-23
O00018616,U005792,6-12月,营养品,752.1,一线城市,2022-03-23
O00018617,U001919,1-3岁,洗护用品,102.81,三线及以下,2022-02-18
O00018618,U004781,3-6岁,玩具,146.62,三线及以下,2022-11-28
O00018619,U002552,3-6月,服饰,139.61,一线城市,2022-11-06
O00018620,U000200,0-3月,纸尿裤,352.7,二线城市,2022-04-03
O00018621,U004335,孕期囤货,安全座椅,1565.59,三线及以下,2022-06-26
O00018622,U000112,6-12月,奶粉,365.75,一线城市,2022-01-05
O00018623,U003498,1-3岁,玩具,203.35,一线城市,2022-09-18
O00018624,U005008,3-6月,奶粉,1968.7,三线及以下,2022-12-09
O00018625,U001341,3-6月,服饰,112.23,三线及以下,2022-06-15
O00018626,U005293,6-12月,纸尿裤,385.99,三线及以下,2022-03-01
O00018627,U001660,0-3月,洗护用品,91.67,一线城市,2022-05-25
O00018628,U002679,3-6岁,辅食,511.47,一线城市,2022-12-24
O00018629,U002084,6-12月,玩具,122.87,三线及以下,2022-02-15
O00018630,U002502,3-6岁,玩具,166.03,一线城市,2022-08-25
O00018631,U005465,孕期囤货,婴儿车,1719.22,二线城市,2022-03-04
O00018632,U004469,3-6岁,服饰,104.31,二线城市,2022-03-10
O00018633,U005663,6-12月,纸尿裤,109.03,三线及以下,2022-09-20
O00018634,U001178,孕期囤货,待产包,937.1,一线城市,2022-03-23
O00018635,U003638,孕期囤货,待产包,793.26,二线城市,2022-09-19
O00018636,U003136,3-6岁,洗护用品,53.32,三线及以下,2022-12-18
O00018637,U005611,1-3岁,洗护用品,117.65,一线城市,2022-02-26
O00018638,U000256,3-6岁,营养品,1012.45,二线城市,2022-08-09
O00018639,U001856,孕期囤货,待产包,889.2,二线城市,2022-11-13
O00018640,U002350,6-12月,奶粉,212.68,三线及以下,2022-07-11
O00018641,U005057,0-3月,洗护用品,98.48,二线城市,2022-06-10
O00018642,U005226,3-6月,奶粉,489.32,三线及以下,2022-02-09
O00018643,U005831,3-6月,玩具,134.36,三线及以下,2022-03-03
O00018644,U005427,1-3岁,辅食,243.55,三线及以下,2022-03-07
O00018645,U004587,3-6月,纸尿裤,639.68,三线及以下,2022-09-28
O00018646,U001386,3-6月,纸尿裤,501.56,一线城市,2022-05-15
O00018647,U003479,0-3月,奶粉,825.83,二线城市,2022-01-21
O00018648,U004714,0-3月,奶粉,602.05,三线及以下,2022-03-07
O00018649,U002931,6-12月,纸尿裤,243.26,二线城市,2022-04-06
O00018650,U001103,0-3月,营养品,122.41,三线及以下,2022-04-19
O00018651,U000569,3-6岁,奶粉,792.36,二线城市,2022-01-16
O00018652,U001624,孕期囤货,待产包,585.27,二线城市,2022-03-14
O00018653,U002845,6-12月,营养品,352.22,二线城市,2022-05-21
O00018654,U001241,3-6月,服饰,116.03,二线城市,2022-11-04
O00018655,U004696,孕期囤货,营养品,236.31,二线城市,2022-01-17
O00018656,U000399,6-12月,奶粉,551.54,三线及以下,2022-01-19
O00018657,U004970,6-12月,纸尿裤,209.69,二线城市,2022-06-15
O00018658,U000803,0-3月,服饰,137.79,二线城市,2022-01-16
O00018659,U000837,孕期囤货,婴儿车,1237.34,二线城市,2022-12-07
O00018660,U002148,3-6岁,服饰,99.36,三线及以下,2022-01-21
O00018661,U001316,6-12月,服饰,146.97,一线城市,2022-10-15
O00018662,U002464,6-12月,奶粉,208.19,一线城市,2022-01-21
O00018663,U001317,1-3岁,辅食,329.53,三线及以下,2022-08-02
O00018664,U001418,1-3岁,奶粉,847.34,三线及以下,2022-10-28
O00018665,U000337,1-3岁,营养品,1034.93,一线城市,2022-03-03
O00018666,U002565,1-3岁,纸尿裤,327.94,三线及以下,2022-07-22
O00018667,U000555,3-6月,服饰,122.84,三线及以下,2022-05-06
O00018668,U000107,0-3月,服饰,122.51,二线城市,2022-03-11
O00018669,U004710,3-6月,奶粉,392.95,三线及以下,2022-12-11
O00018670,U002738,6-12月,服饰,181.06,二线城市,2022-08-03
O00018671,U003403,3-6月,纸尿裤,527.93,一线城市,2022-04-05
O00018672,U003667,3-6岁,玩具,133.33,三线及以下,2022-11-19
O00018673,U005570,6-12月,奶粉,1803.35,一线城市,2022-06-24
O00018674,U001489,孕期囤货,营养品,821.25,二线城市,2022-01-18
O00018675,U003418,1-3岁,营养品,668.98,二线城市,2022-09-24
O00018676,U002713,孕期囤货,待产包,727.64,二线城市,2022-12-23
O00018677,U000067,3-6月,营养品,950.5,二线城市,2022-05-09
O00018678,U004466,3-6岁,服饰,125.96,三线及以下,2022-06-24
O00018679,U004552,孕期囤货,待产包,711.43,一线城市,2022-08-21
O00018680,U002039,孕期囤货,安全座椅,1995.92,三线及以下,2022-11-06
O00018681,U000313,3-6月,纸尿裤,95.9,三线及以下,2022-04-22
O00018682,U001412,孕期囤货,服饰,95.76,三线及以下,2022-03-23
O00018683,U004178,0-3月,洗护用品,83.9,三线及以下,2022-02-28
O00018684,U003014,3-6岁,奶粉,1924.03,二线城市,2022-08-23
O00018685,U004494,1-3岁,奶粉,196.9,三线及以下,2022-01-16
O00018686,U000149,1-3岁,服饰,173.21,二线城市,2022-02-11
O00018687,U000468,3-6月,奶粉,722.45,三线及以下,2022-06-12
O00018688,U005857,3-6月,奶粉,1717.29,二线城市,2022-07-28
O00018689,U002043,孕期囤货,营养品,544.69,一线城市,2022-12-14
O00018690,U003148,3-6月,洗护用品,56.44,三线及以下,2022-10-02
O00018691,U002817,3-6岁,玩具,108.27,三线及以下,2022-12-02
O00018692,U001644,孕期囤货,安全座椅,3176.84,一线城市,2022-11-23
O00018693,U002220,0-3月,洗护用品,149.57,一线城市,2022-11-14
O00018694,U005257,3-6月,奶粉,1654.4,一线城市,2022-12-15
O00018695,U005809,6-12月,奶粉,145.65,三线及以下,2022-07-15
O00018696,U004551,孕期囤货,纸尿裤,131.99,三线及以下,2022-03-08
O00018697,U002338,3-6岁,服饰,196.13,二线城市,2022-07-24
O00018698,U003390,0-3月,服饰,221.2,一线城市,2022-02-09
O00018699,U002152,1-3岁,洗护用品,139.81,二线城市,2022-05-10
O00018700,U005184,6-12月,玩具,170.61,一线城市,2022-06-09
O00018701,U005996,3-6岁,辅食,219.29,二线城市,2022-01-18
O00018702,U003849,3-6月,玩具,205.55,一线城市,2022-04-14
O00018703,U004426,3-6岁,营养品,812.88,二线城市,2022-07-01
O00018704,U000847,1-3岁,纸尿裤,326.02,一线城市,2022-10-09
O00018705,U001624,孕期囤货,纸尿裤,135.42,二线城市,2022-03-05
O00018706,U002507,0-3月,奶粉,1551.39,一线城市,2022-03-18
O00018707,U001848,孕期囤货,待产包,407.48,三线及以下,2022-09-11
O00018708,U004540,孕期囤货,婴儿车,3050.29,一线城市,2022-08-25
O00018709,U005854,1-3岁,奶粉,794.15,三线及以下,2022-07-01
O00018710,U000417,3-6岁,奶粉,264.62,一线城市,2022-12-13
O00018711,U000609,孕期囤货,安全座椅,1331.95,三线及以下,2022-12-21
O00018712,U003900,孕期囤货,洗护用品,94.17,二线城市,2022-12-27
O00018713,U003894,3-6岁,营养品,546.64,二线城市,2022-12-04
O00018714,U000380,6-12月,纸尿裤,432.03,三线及以下,2022-11-22
O00018715,U003155,孕期囤货,营养品,1434.29,一线城市,2022-03-13
O00018716,U000066,孕期囤货,奶粉,266.58,三线及以下,2022-03-22
O00018717,U002835,1-3岁,玩具,265.03,二线城市,2022-07-06
O00018718,U003680,孕期囤货,待产包,391.78,三线及以下,2022-05-15
O00018719,U001978,3-6岁,玩具,174.33,二线城市,2022-12-18
O00018720,U005797,1-3岁,辅食,225.02,三线及以下,2022-12-20
O00018721,U001856,孕期囤货,待产包,463.54,二线城市,2022-08-13
O00018722,U000180,1-3岁,辅食,85.5,三线及以下,2022-07-10
O00018723,U004585,3-6月,服饰,148.81,一线城市,2022-02-10
O00018724,U001941,1-3岁,纸尿裤,95.32,三线及以下,2022-01-10
O00018725,U004268,3-6岁,安全座椅,2381.01,二线城市,2022-03-04
O00018726,U005000,3-6岁,辅食,71.16,一线城市,2022-02-08
O00018727,U002587,0-3月,奶粉,276.88,三线及以下,2022-08-06
O00018728,U001398,6-12月,奶粉,339.54,二线城市,2022-09-25
O00018729,U002007,孕期囤货,儿童安全床,2212.11,三线及以下,2022-11-12
O00018730,U003217,孕期囤货,儿童安全床,4278.57,一线城市,2022-11-20
O00018731,U004252,3-6月,纸尿裤,361.05,三线及以下,2022-08-07
O00018732,U001026,6-12月,辅食,168.52,二线城市,2022-09-26
O00018733,U001529,孕期囤货,婴儿车,1121.96,三线及以下,2022-05-24
O00018734,U002281,孕期囤货,婴儿车,1734.71,三线及以下,2022-01-07
O00018735,U003578,3-6月,洗护用品,78.05,三线及以下,2022-01-14
O00018736,U000984,3-6月,服饰,149.99,一线城市,2022-09-03
O00018737,U004510,0-3月,纸尿裤,379.95,三线及以下,2022-09-10
O00018738,U004290,6-12月,洗护用品,73.51,三线及以下,2022-02-26
O00018739,U005374,6-12月,纸尿裤,197.72,一线城市,2022-09-02
O00018740,U004938,3-6岁,玩具,174.61,二线城市,2022-11-05
O00018741,U004585,3-6月,纸尿裤,190.58,一线城市,2022-08-19
O00018742,U003783,1-3岁,奶粉,534.69,三线及以下,2022-07-14
O00018743,U005160,3-6岁,奶粉,635.17,二线城市,2022-08-13
O00018744,U005594,6-12月,营养品,841.45,二线城市,2022-10-16
O00018745,U000967,3-6岁,服饰,87.71,二线城市,2022-08-20
O00018746,U001384,3-6月,纸尿裤,215.0,三线及以下,2022-09-12
O00018747,U002455,0-3月,纸尿裤,179.56,二线城市,2022-07-10
O00018748,U001429,6-12月,纸尿裤,75.09,三线及以下,2022-07-24
O00018749,U000245,6-12月,纸尿裤,72.07,三线及以下,2022-02-21
O00018750,U002733,1-3岁,营养品,269.97,三线及以下,2022-11-10
O00018751,U002451,3-6岁,玩具,132.27,三线及以下,2022-12-14
O00018752,U002527,0-3月,营养品,1003.47,一线城市,2022-10-08
O00018753,U003938,孕期囤货,洗护用品,80.02,二线城市,2022-08-21
O00018754,U005788,3-6岁,营养品,616.41,三线及以下,2022-07-23
O00018755,U005660,3-6岁,服饰,100.52,三线及以下,2022-01-26
O00018756,U005086,0-3月,洗护用品,91.52,二线城市,2022-05-01
O00018757,U003942,孕期囤货,待产包,584.39,二线城市,2022-06-10
O00018758,U005661,6-12月,服饰,184.37,一线城市,2022-08-26
O00018759,U005253,0-3月,奶粉,1969.94,一线城市,2022-07-08
O00018760,U004844,1-3岁,玩具,116.91,三线及以下,2022-03-17
O00018761,U004075,3-6岁,洗护用品,73.01,二线城市,2022-01-11
O00018762,U000607,3-6月,玩具,128.44,三线及以下,2022-07-12
O00018763,U002237,0-3月,营养品,283.79,三线及以下,2022-05-07
O00018764,U003269,6-12月,玩具,189.76,一线城市,2022-05-12
O00018765,U003807,孕期囤货,营养品,1004.77,二线城市,2022-04-23
O00018766,U003102,3-6岁,辅食,73.91,二线城市,2022-03-28
O00018767,U000386,6-12月,奶粉,1470.35,三线及以下,2022-06-13
O00018768,U000121,3-6岁,安全座椅,2327.32,二线城市,2022-05-04
O00018769,U005226,3-6月,奶粉,174.54,三线及以下,2022-01-05
O00018770,U002483,孕期囤货,儿童安全床,3403.0,二线城市,2022-11-17
O00018771,U004974,1-3岁,营养品,1206.37,一线城市,2022-04-07
O00018772,U001827,3-6岁,服饰,148.14,二线城市,2022-06-18
O00018773,U005515,1-3岁,纸尿裤,193.62,三线及以下,2022-11-12
O00018774,U000048,6-12月,纸尿裤,819.38,一线城市,2022-07-26
O00018775,U001490,0-3月,营养品,164.07,三线及以下,2022-09-19
O00018776,U005740,0-3月,纸尿裤,127.41,三线及以下,2022-02-11
O00018777,U000922,3-6岁,服饰,83.57,三线及以下,2022-07-17
O00018778,U004580,0-3月,服饰,60.22,三线及以下,2022-02-20
O00018779,U001072,1-3岁,营养品,539.78,二线城市,2022-07-15
O00018780,U001853,0-3月,奶粉,880.89,三线及以下,2022-03-06
O00018781,U003040,孕期囤货,洗护用品,61.5,三线及以下,2022-09-15
O00018782,U003399,1-3岁,纸尿裤,423.51,二线城市,2022-03-15
O00018783,U005984,1-3岁,玩具,196.68,二线城市,2022-12-03
O00018784,U004110,6-12月,奶粉,273.02,一线城市,2022-03-25
O00018785,U004413,0-3月,待产包,635.21,二线城市,2022-08-20
O00018786,U003955,1-3岁,玩具,247.14,一线城市,2022-04-24
O00018787,U002717,3-6岁,辅食,276.25,一线城市,2022-09-19
O00018788,U002864,3-6月,纸尿裤,363.66,二线城市,2022-02-23
O00018789,U004252,3-6月,纸尿裤,348.04,三线及以下,2022-03-18
O00018790,U004776,3-6月,纸尿裤,686.44,二线城市,2022-12-08
O00018791,U001966,0-3月,纸尿裤,495.79,三线及以下,2022-03-12
O00018792,U003932,0-3月,洗护用品,81.91,二线城市,2022-01-21
O00018793,U002774,孕期囤货,营养品,807.61,三线及以下,2022-09-19
O00018794,U002384,6-12月,纸尿裤,189.71,三线及以下,2022-08-26
O00018795,U000745,1-3岁,纸尿裤,253.26,二线城市,2022-04-17
O00018796,U000831,3-6月,奶粉,1289.09,二线城市,2022-10-14
O00018797,U005663,6-12月,纸尿裤,313.32,三线及以下,2022-01-24
O00018798,U002974,1-3岁,辅食,45.81,三线及以下,2022-01-04
O00018799,U003680,孕期囤货,营养品,750.96,三线及以下,2022-06-03
O00018800,U001576,6-12月,洗护用品,72.65,三线及以下,2022-04-09
O00018801,U001191,1-3岁,服饰,257.02,一线城市,2022-11-27
O00018802,U002406,孕期囤货,玩具,250.2,一线城市,2022-04-26
O00018803,U002403,孕期囤货,待产包,828.97,二线城市,2022-12-22
O00018804,U002547,3-6岁,辅食,337.45,三线及以下,2022-10-13
O00018805,U005863,孕期囤货,洗护用品,131.99,二线城市,2022-07-24
O00018806,U003802,3-6月,服饰,143.14,一线城市,2022-12-04
O00018807,U002220,0-3月,奶粉,1366.82,一线城市,2022-06-09
O00018808,U004520,3-6岁,玩具,130.75,二线城市,2022-01-01
O00018809,U003925,孕期囤货,营养品,174.83,三线及以下,2022-04-06
O00018810,U000083,6-12月,奶粉,1031.25,二线城市,2022-09-02
O00018811,U001919,1-3岁,奶粉,747.58,三线及以下,2022-02-20
O00018812,U000562,6-12月,纸尿裤,427.72,二线城市,2022-07-15
O00018813,U000575,孕期囤货,纸尿裤,182.34,三线及以下,2022-05-03
O00018814,U001344,1-3岁,纸尿裤,443.85,一线城市,2022-10-24
O00018815,U004898,3-6月,服饰,126.42,二线城市,2022-06-05
O00018816,U003673,0-3月,洗护用品,85.18,三线及以下,2022-02-28
O00018817,U005899,1-3岁,奶粉,309.53,二线城市,2022-11-08
O00018818,U002840,1-3岁,辅食,197.94,三线及以下,2022-11-03
O00018819,U002869,3-6月,纸尿裤,342.19,三线及以下,2022-12-07
O00018820,U005361,0-3月,纸尿裤,323.94,三线及以下,2022-08-13
O00018821,U002482,0-3月,奶粉,1062.25,三线及以下,2022-01-09
O00018822,U004968,3-6岁,营养品,263.93,三线及以下,2022-07-19
O00018823,U005471,1-3岁,奶粉,912.4,三线及以下,2022-10-26
O00018824,U003693,1-3岁,玩具,144.42,三线及以下,2022-03-12
O00018825,U002596,3-6月,纸尿裤,598.4,三线及以下,2022-02-01
O00018826,U005121,0-3月,奶粉,382.76,三线及以下,2022-04-01
O00018827,U001262,6-12月,辅食,127.6,三线及以下,2022-01-05
O00018828,U005914,3-6月,玩具,124.4,二线城市,2022-06-07
O00018829,U003357,3-6月,玩具,193.03,二线城市,2022-06-16
O00018830,U002728,0-3月,奶粉,1575.0,二线城市,2022-05-02
O00018831,U002020,0-3月,纸尿裤,117.52,一线城市,2022-04-03
O00018832,U002155,3-6岁,营养品,185.15,三线及以下,2022-08-27
O00018833,U005780,孕期囤货,洗护用品,146.74,一线城市,2022-06-02
O00018834,U002967,1-3岁,服饰,147.36,二线城市,2022-10-22
O00018835,U002706,6-12月,辅食,352.89,三线及以下,2022-04-09
O00018836,U001560,6-12月,纸尿裤,620.72,一线城市,2022-04-11
O00018837,U000885,3-6岁,洗护用品,68.76,三线及以下,2022-03-21
O00018838,U000105,孕期囤货,安全座椅,1440.44,三线及以下,2022-04-13
O00018839,U004092,孕期囤货,待产包,1057.56,一线城市,2022-09-06
O00018840,U000292,3-6岁,服饰,158.99,二线城市,2022-02-10
O00018841,U005694,1-3岁,洗护用品,61.82,三线及以下,2022-12-08
O00018842,U001276,0-3月,纸尿裤,482.5,三线及以下,2022-06-09
O00018843,U004511,孕期囤货,服饰,166.72,一线城市,2022-06-25
O00018844,U000620,0-3月,纸尿裤,529.39,二线城市,2022-02-13
O00018845,U002180,1-3岁,服饰,212.88,一线城市,2022-03-18
O00018846,U004333,1-3岁,辅食,271.73,二线城市,2022-10-02
O00018847,U003257,0-3月,洗护用品,82.12,三线及以下,2022-11-02
O00018848,U000655,1-3岁,奶粉,959.98,二线城市,2022-11-09
O00018849,U003459,3-6月,纸尿裤,257.82,三线及以下,2022-03-17
O00018850,U005128,0-3月,营养品,324.94,三线及以下,2022-01-14
O00018851,U000510,孕期囤货,安全座椅,1880.29,三线及以下,2022-10-20
O00018852,U001082,孕期囤货,玩具,133.83,三线及以下,2022-05-16
O00018853,U004027,0-3月,服饰,105.3,三线及以下,2022-06-28
O00018854,U005313,0-3月,营养品,639.97,二线城市,2022-01-03
O00018855,U001203,孕期囤货,儿童安全床,2770.02,三线及以下,2022-07-14
O00018856,U000918,6-12月,纸尿裤,451.09,三线及以下,2022-02-25
O00018857,U001992,3-6月,玩具,243.56,二线城市,2022-07-06
O00018858,U003091,3-6岁,服饰,135.74,三线及以下,2022-01-06
O00018859,U002636,孕期囤货,待产包,675.86,三线及以下,2022-05-25
O00018860,U002789,1-3岁,辅食,309.53,一线城市,2022-07-06
O00018861,U000494,3-6岁,洗护用品,104.34,二线城市,2022-09-02
O00018862,U004707,0-3月,纸尿裤,485.85,二线城市,2022-10-23
O00018863,U000975,1-3岁,奶粉,467.45,三线及以下,2022-10-25
O00018864,U005932,3-6月,玩具,163.99,二线城市,2022-01-22
O00018865,U005964,3-6岁,玩具,142.31,三线及以下,2022-01-08
O00018866,U002868,3-6月,奶粉,247.25,三线及以下,2022-01-08
O00018867,U004351,1-3岁,营养品,1264.03,一线城市,2022-06-10
O00018868,U004340,6-12月,纸尿裤,268.17,二线城市,2022-05-03
O00018869,U000449,3-6岁,洗护用品,140.66,一线城市,2022-02-06
O00018870,U004305,3-6月,玩具,117.72,二线城市,2022-06-25
O00018871,U004020,3-6月,服饰,143.42,一线城市,2022-09-08
O00018872,U000862,3-6岁,玩具,145.0,二线城市,2022-09-13
O00018873,U005233,1-3岁,服饰,101.56,三线及以下,2022-08-06
O00018874,U003178,3-6岁,服饰,127.95,二线城市,2022-01-03
O00018875,U001269,6-12月,纸尿裤,219.52,一线城市,2022-02-16
O00018876,U003364,3-6月,服饰,134.93,二线城市,2022-03-08
O00018877,U004144,0-3月,纸尿裤,521.94,一线城市,2022-09-28
O00018878,U000151,6-12月,玩具,131.4,三线及以下,2022-02-01
O00018879,U005997,3-6月,服饰,257.03,一线城市,2022-10-18
O00018880,U000043,0-3月,待产包,825.37,一线城市,2022-10-03
O00018881,U005219,孕期囤货,安全座椅,1967.58,三线及以下,2022-07-18
O00018882,U001535,0-3月,服饰,207.67,二线城市,2022-12-19
O00018883,U000246,1-3岁,服饰,184.1,二线城市,2022-11-09
O00018884,U001962,孕期囤货,安全座椅,3595.44,一线城市,2022-05-05
O00018885,U000887,1-3岁,玩具,136.65,三线及以下,2022-06-01
O00018886,U003350,孕期囤货,待产包,468.02,三线及以下,2022-05-09
O00018887,U001207,1-3岁,辅食,232.63,三线及以下,2022-10-10
O00018888,U004921,3-6岁,服饰,105.63,三线及以下,2022-03-15
O00018889,U005075,3-6月,奶粉,997.33,三线及以下,2022-05-02
O00018890,U005301,0-3月,纸尿裤,410.93,三线及以下,2022-10-16
O00018891,U000804,0-3月,奶粉,1631.96,一线城市,2022-03-09
O00018892,U000096,0-3月,洗护用品,123.27,二线城市,2022-06-21
O00018893,U002793,6-12月,玩具,142.52,三线及以下,2022-07-06
O00018894,U005034,3-6月,奶粉,704.48,二线城市,2022-04-03
O00018895,U004865,0-3月,服饰,104.54,三线及以下,2022-08-20
O00018896,U002735,1-3岁,辅食,282.85,一线城市,2022-09-16
