loyalty_id,user_id,category,brand,stay_months,switched,switch_to_date
L0003422,U003753,奶粉,惠氏,5,0,
L0003423,U003334,奶粉,君乐宝,6,1,2022-07-15
L0003424,U003470,奶粉,惠氏,4,0,
L0003425,U001439,奶粉,美素佳儿,26,0,
L0003426,U000850,奶粉,爱他美,14,1,2020-02-15
L0003427,U004434,奶粉,飞鹤,7,0,
L0003428,U001311,奶粉,美素佳儿,4,0,
L0003429,U000094,奶粉,飞鹤,9,0,
L0003430,U001204,奶粉,惠氏,14,1,2023-07-15
L0003431,U003946,奶粉,美素佳儿,3,0,
L0003432,U004291,奶粉,美素佳儿,12,1,2022-07-15
L0003433,U004858,奶粉,飞鹤,6,1,2021-07-15
L0003434,U000727,奶粉,美素佳儿,18,1,2023-01-15
L0003435,U003559,奶粉,飞鹤,3,1,2019-09-15
L0003436,U000331,奶粉,惠氏,11,0,
L0003437,U005967,奶粉,君乐宝,8,1,2022-02-15
L0003438,U005425,奶粉,合生元,14,0,
L0003439,U001366,奶粉,惠氏,3,1,2024-04-15
L0003440,U005390,奶粉,惠氏,8,1,2020-09-15
L0003441,U004793,奶粉,爱他美,9,1,2023-12-15
L0003442,U003948,奶粉,合生元,7,0,
L0003443,U001407,奶粉,合生元,3,1,2018-06-15
L0003444,U001378,奶粉,惠氏,19,0,
L0003445,U005636,奶粉,飞鹤,5,0,
L0003446,U003921,奶粉,惠氏,1,1,2024-07-15
L0003447,U003705,奶粉,飞鹤,5,0,
L0003448,U002837,奶粉,惠氏,4,0,
L0003449,U002865,奶粉,君乐宝,9,0,
L0003450,U005727,奶粉,惠氏,6,1,2022-01-15
L0003451,U003613,奶粉,爱他美,18,1,2018-12-15
L0003452,U005804,奶粉,飞鹤,9,1,2024-06-15
L0003453,U004546,奶粉,君乐宝,8,1,2024-08-15
L0003454,U004408,奶粉,惠氏,10,0,
L0003455,U002680,奶粉,爱他美,5,0,
L0003456,U003763,奶粉,爱他美,6,1,2018-11-15
L0003457,U003780,奶粉,合生元,2,1,2022-04-15
L0003458,U000866,奶粉,飞鹤,5,0,
L0003459,U004250,奶粉,惠氏,5,1,2024-05-15
L0003460,U000567,奶粉,君乐宝,6,0,
L0003461,U004438,奶粉,美素佳儿,5,1,2018-08-15
L0003462,U001467,奶粉,爱他美,10,1,2022-01-15
L0003463,U000466,奶粉,美素佳儿,9,1,2020-09-15
L0003464,U005929,奶粉,美素佳儿,6,0,
L0003465,U003377,奶粉,美素佳儿,13,1,2018-03-15
L0003466,U002050,奶粉,美素佳儿,10,1,2021-02-15
L0003467,U003651,奶粉,君乐宝,15,1,2019-07-15
L0003468,U000058,奶粉,飞鹤,15,0,
L0003469,U000824,奶粉,爱他美,22,0,
L0003470,U000051,奶粉,合生元,29,1,2021-09-15
L0003471,U004673,奶粉,惠氏,2,1,2022-12-15
L0003472,U002596,奶粉,美素佳儿,19,0,
L0003473,U005026,奶粉,惠氏,8,1,2022-07-15
L0003474,U002231,奶粉,爱他美,8,1,2022-06-15
L0003475,U004868,奶粉,合生元,8,0,
L0003476,U003196,奶粉,君乐宝,10,1,2021-09-15
L0003477,U005348,奶粉,爱他美,6,0,
L0003478,U001008,奶粉,君乐宝,5,1,2024-02-15
L0003479,U005825,奶粉,君乐宝,3,1,2019-08-15
L0003480,U001259,奶粉,飞鹤,3,1,2024-05-15
L0003481,U004408,奶粉,美素佳儿,2,0,
L0003482,U000734,奶粉,君乐宝,6,1,2023-10-15
L0003483,U000317,奶粉,君乐宝,17,1,2018-11-15
L0003484,U004472,奶粉,飞鹤,2,1,2018-05-15
L0003485,U002223,奶粉,君乐宝,7,1,2020-09-15
L0003486,U001816,奶粉,美素佳儿,10,1,2023-11-15
L0003487,U002836,奶粉,君乐宝,8,1,2018-02-15
L0003488,U003413,奶粉,合生元,8,1,2018-02-15
L0003489,U002439,奶粉,惠氏,2,0,
L0003490,U000022,奶粉,美素佳儿,15,1,2018-02-15
L0003491,U005461,奶粉,合生元,4,0,
L0003492,U000722,奶粉,美素佳儿,13,0,
L0003493,U001463,奶粉,爱他美,14,1,2020-02-15
L0003494,U005943,奶粉,惠氏,12,1,2022-05-15
L0003495,U002585,奶粉,美素佳儿,4,1,2020-11-15
L0003496,U002259,奶粉,君乐宝,7,0,
L0003497,U004642,奶粉,爱他美,2,1,2022-06-15
L0003498,U000426,奶粉,合生元,15,1,2021-12-15
L0003499,U001248,奶粉,惠氏,13,1,2018-10-15
L0003500,U004706,奶粉,合生元,12,0,
L0003501,U001300,奶粉,君乐宝,8,1,2019-08-15
L0003502,U000916,奶粉,君乐宝,3,1,2018-02-15
L0003503,U002798,奶粉,惠氏,8,1,2018-09-15
L0003504,U003385,奶粉,美素佳儿,10,0,
L0003505,U001795,奶粉,美素佳儿,11,1,2018-10-15
L0003506,U004802,奶粉,飞鹤,3,0,
L0003507,U004716,奶粉,爱他美,9,1,2021-05-15
L0003508,U003307,奶粉,美素佳儿,13,0,
L0003509,U003542,奶粉,君乐宝,3,0,
L0003510,U005373,奶粉,君乐宝,9,1,2019-02-15
L0003511,U003499,奶粉,合生元,5,1,2021-08-15
L0003512,U001981,奶粉,爱他美,7,1,2023-01-15
L0003513,U000433,奶粉,飞鹤,5,1,2018-01-15
L0003514,U004219,奶粉,爱他美,6,1,2021-05-15
L0003515,U002882,奶粉,君乐宝,5,1,2022-11-15
L0003516,U001445,奶粉,惠氏,3,1,2020-09-15
L0003517,U005264,奶粉,君乐宝,7,0,
L0003518,U004998,奶粉,飞鹤,4,1,2021-11-15
L0003519,U002233,奶粉,惠氏,2,1,2022-01-15
L0003520,U002657,奶粉,美素佳儿,14,1,2019-07-15
L0003521,U000409,奶粉,美素佳儿,8,0,
L0003522,U004369,奶粉,美素佳儿,9,0,
L0003523,U000871,奶粉,惠氏,11,1,2019-02-15
L0003524,U004387,奶粉,美素佳儿,3,1,2022-08-15
L0003525,U000919,奶粉,爱他美,15,0,
L0003526,U002154,奶粉,爱他美,12,0,
L0003527,U003792,奶粉,君乐宝,9,1,2018-07-15
L0003528,U003320,奶粉,君乐宝,11,1,2021-12-15
L0003529,U005564,奶粉,君乐宝,12,0,
L0003530,U003273,奶粉,合生元,10,0,
L0003531,U001570,奶粉,合生元,29,1,2019-10-15
L0003532,U000076,奶粉,惠氏,14,1,2020-01-15
L0003533,U000713,奶粉,惠氏,11,1,2022-07-15
L0003534,U005263,奶粉,合生元,7,0,
L0003535,U001359,奶粉,爱他美,7,0,
L0003536,U003818,奶粉,爱他美,5,1,2019-03-15
L0003537,U002872,奶粉,飞鹤,1,0,
L0003538,U003535,奶粉,惠氏,11,1,2022-11-15
L0003539,U000194,奶粉,惠氏,5,1,2022-10-15
L0003540,U002500,奶粉,飞鹤,15,1,2021-10-15
L0003541,U003586,奶粉,惠氏,11,1,2019-02-15
L0003542,U000650,奶粉,飞鹤,1,1,2019-02-15
L0003543,U000166,奶粉,惠氏,5,0,
L0003544,U002422,奶粉,君乐宝,3,0,
L0003545,U004409,奶粉,爱他美,3,1,2021-01-15
L0003546,U004552,奶粉,惠氏,7,1,2018-05-15
L0003547,U001309,奶粉,合生元,13,1,2019-05-15
L0003548,U003356,奶粉,合生元,8,1,2021-04-15
L0003549,U003614,奶粉,惠氏,7,0,
L0003550,U000348,奶粉,君乐宝,7,1,2021-04-15
L0003551,U005755,奶粉,惠氏,2,1,2024-10-15
L0003552,U001969,奶粉,合生元,12,1,2020-11-15
L0003553,U003507,奶粉,美素佳儿,2,0,
L0003554,U003485,奶粉,合生元,10,0,
L0003555,U002044,奶粉,爱他美,15,0,
L0003556,U001314,奶粉,飞鹤,6,1,2024-11-15
L0003557,U003578,奶粉,君乐宝,4,1,2018-04-15
L0003558,U004248,奶粉,君乐宝,6,0,
L0003559,U005192,奶粉,合生元,7,1,2018-01-15
L0003560,U001310,奶粉,惠氏,3,1,2019-02-15
L0003561,U001766,奶粉,君乐宝,5,1,2022-03-15
L0003562,U004284,奶粉,合生元,5,0,
L0003563,U000153,奶粉,爱他美,6,1,2021-11-15
L0003564,U003494,奶粉,爱他美,10,1,2024-02-15
L0003565,U003603,奶粉,爱他美,20,1,2022-10-15
L0003566,U004173,奶粉,美素佳儿,11,1,2020-03-15
L0003567,U002695,奶粉,惠氏,4,0,
L0003568,U005793,奶粉,惠氏,11,1,2024-06-15
L0003569,U003877,奶粉,君乐宝,6,1,2021-08-15
L0003570,U005217,奶粉,飞鹤,8,1,2024-05-15
L0003571,U004690,奶粉,飞鹤,3,0,
L0003572,U004272,奶粉,惠氏,11,1,2024-09-15
L0003573,U001577,奶粉,合生元,3,0,
L0003574,U002416,奶粉,合生元,14,1,2020-02-15
L0003575,U003410,奶粉,爱他美,6,1,2020-05-15
L0003576,U002004,奶粉,惠氏,7,0,
L0003577,U001351,奶粉,惠氏,4,0,
L0003578,U004964,奶粉,飞鹤,3,0,
L0003579,U001812,奶粉,君乐宝,7,1,2019-05-15
L0003580,U003162,奶粉,爱他美,5,1,2023-03-15
L0003581,U000395,奶粉,爱他美,11,1,2018-05-15
L0003582,U001191,奶粉,君乐宝,6,0,
L0003583,U000185,奶粉,合生元,7,0,
L0003584,U000057,奶粉,合生元,2,1,2024-06-15
L0003585,U003818,奶粉,合生元,5,1,2020-11-15
L0003586,U003505,奶粉,飞鹤,2,1,2023-10-15
L0003587,U004428,奶粉,飞鹤,6,1,2023-10-15
L0003588,U003811,奶粉,君乐宝,5,1,2024-03-15
L0003589,U004290,奶粉,美素佳儿,3,0,
L0003590,U001842,奶粉,惠氏,13,0,
L0003591,U000691,奶粉,美素佳儿,5,1,2022-11-15
L0003592,U005377,奶粉,飞鹤,8,1,2018-04-15
L0003593,U002474,奶粉,惠氏,6,0,
L0003594,U000295,奶粉,君乐宝,14,1,2024-12-15
L0003595,U002544,奶粉,美素佳儿,4,0,
L0003596,U002324,奶粉,美素佳儿,11,1,2024-11-15
L0003597,U003397,奶粉,爱他美,10,0,
L0003598,U001703,奶粉,美素佳儿,6,0,
L0003599,U001346,奶粉,合生元,2,1,2022-07-15
L0003600,U004188,奶粉,君乐宝,7,0,
L0003601,U004437,奶粉,君乐宝,7,1,2019-06-15
L0003602,U005960,奶粉,飞鹤,6,1,2024-11-15
L0003603,U000316,奶粉,合生元,11,0,
L0003604,U000850,奶粉,君乐宝,6,1,2023-10-15
L0003605,U004887,奶粉,合生元,14,1,2019-06-15
L0003606,U000134,奶粉,美素佳儿,10,0,
L0003607,U003423,奶粉,飞鹤,4,0,
L0003608,U002990,奶粉,飞鹤,1,0,
L0003609,U003072,奶粉,爱他美,3,0,
L0003610,U000527,奶粉,君乐宝,11,0,
L0003611,U000959,奶粉,飞鹤,6,1,2018-07-15
L0003612,U004342,奶粉,惠氏,4,0,
L0003613,U003957,奶粉,飞鹤,4,0,
L0003614,U004191,奶粉,爱他美,2,0,
L0003615,U005260,奶粉,飞鹤,4,1,2024-01-15
L0003616,U005913,奶粉,惠氏,11,1,2023-06-15
L0003617,U003599,奶粉,合生元,11,1,2023-12-15
L0003618,U004415,奶粉,爱他美,8,1,2021-10-15
L0003619,U001285,奶粉,美素佳儿,18,0,
L0003620,U002753,奶粉,合生元,17,1,2021-07-15
L0003621,U003727,奶粉,惠氏,9,1,2022-07-15
L0003622,U003569,奶粉,君乐宝,13,0,
L0003623,U004471,奶粉,爱他美,7,0,
L0003624,U002063,奶粉,爱他美,11,1,2023-06-15
L0003625,U000315,奶粉,合生元,4,0,
L0003626,U001660,奶粉,美素佳儿,5,1,2018-07-15
L0003627,U002989,奶粉,惠氏,8,0,
L0003628,U002032,奶粉,飞鹤,11,1,2020-11-15
L0003629,U001875,奶粉,惠氏,3,1,2018-10-15
L0003630,U004914,奶粉,爱他美,13,0,
L0003631,U004865,奶粉,爱他美,6,1,2024-06-15
L0003632,U002427,奶粉,美素佳儿,7,0,
L0003633,U005811,奶粉,合生元,5,1,2018-12-15
L0003634,U005151,奶粉,飞鹤,16,1,2020-08-15
L0003635,U001985,奶粉,惠氏,10,1,2018-03-15
L0003636,U002425,奶粉,合生元,7,1,2018-04-15
L0003637,U002885,奶粉,飞鹤,6,0,
L0003638,U001796,奶粉,美素佳儿,8,1,2019-01-15
L0003639,U001959,奶粉,美素佳儿,6,1,2024-11-15
L0003640,U001361,奶粉,惠氏,4,1,2024-05-15
L0003641,U000394,奶粉,美素佳儿,3,0,
L0003642,U000011,奶粉,美素佳儿,11,0,
L0003643,U002278,奶粉,美素佳儿,11,0,
L0003644,U000897,奶粉,合生元,13,0,
L0003645,U000557,奶粉,惠氏,11,1,2022-02-15
L0003646,U000659,奶粉,合生元,8,1,2022-03-15
L0003647,U000128,奶粉,合生元,7,1,2020-12-15
L0003648,U005096,奶粉,爱他美,6,1,2018-05-15
L0003649,U000129,奶粉,惠氏,5,1,2022-09-15
L0003650,U004713,奶粉,飞鹤,5,1,2021-05-15
L0003651,U003254,奶粉,合生元,7,0,
L0003652,U002391,奶粉,惠氏,6,0,
L0003653,U001614,奶粉,惠氏,5,1,2024-04-15
L0003654,U002777,奶粉,美素佳儿,5,1,2024-02-15
L0003655,U003891,奶粉,飞鹤,7,1,2023-02-15
L0003656,U000583,奶粉,合生元,9,1,2022-07-15
L0003657,U003376,奶粉,合生元,11,1,2022-01-15
L0003658,U001309,奶粉,惠氏,9,0,
L0003659,U004477,奶粉,美素佳儿,4,1,2018-12-15
L0003660,U000858,奶粉,君乐宝,9,1,2019-07-15
L0003661,U005107,奶粉,君乐宝,7,0,
L0003662,U005192,奶粉,合生元,14,0,
L0003663,U004260,奶粉,合生元,16,1,2023-02-15
L0003664,U000742,奶粉,飞鹤,3,1,2022-06-15
L0003665,U003701,奶粉,君乐宝,5,1,2023-04-15
L0003666,U003121,奶粉,爱他美,10,0,
L0003667,U003430,奶粉,美素佳儿,8,0,
L0003668,U001973,奶粉,惠氏,5,1,2022-10-15
L0003669,U001319,奶粉,爱他美,10,1,2019-11-15
L0003670,U003309,奶粉,合生元,7,0,
L0003671,U000690,奶粉,合生元,6,0,
L0003672,U005735,奶粉,美素佳儿,15,1,2018-07-15
L0003673,U001177,奶粉,合生元,10,0,
L0003674,U002979,奶粉,合生元,6,1,2021-08-15
L0003675,U001689,奶粉,飞鹤,7,0,
L0003676,U003319,奶粉,合生元,4,1,2022-07-15
L0003677,U002051,奶粉,美素佳儿,16,1,2024-06-15
L0003678,U002374,奶粉,飞鹤,3,0,
L0003679,U000860,奶粉,惠氏,12,0,
L0003680,U002375,奶粉,惠氏,6,1,2023-07-15
L0003681,U004328,奶粉,飞鹤,16,1,2023-10-15
L0003682,U002869,奶粉,惠氏,5,1,2024-06-15
L0003683,U004091,奶粉,飞鹤,12,0,
L0003684,U000926,奶粉,飞鹤,3,1,2021-11-15
L0003685,U002772,奶粉,君乐宝,6,0,
L0003686,U005447,奶粉,惠氏,4,1,2022-01-15
L0003687,U003814,奶粉,君乐宝,7,0,
L0003688,U002619,奶粉,飞鹤,9,1,2024-08-15
L0003689,U001587,奶粉,美素佳儿,2,0,
L0003690,U002451,奶粉,飞鹤,16,1,2023-01-15
L0003691,U000416,奶粉,君乐宝,11,1,2018-05-15
L0003692,U005098,奶粉,美素佳儿,6,0,
L0003693,U005871,奶粉,美素佳儿,3,1,2022-04-15
L0003694,U005315,奶粉,君乐宝,9,1,2023-07-15
L0003695,U004314,奶粉,合生元,12,0,
L0003696,U003557,奶粉,合生元,5,1,2023-12-15
L0003697,U004724,奶粉,惠氏,16,0,
L0003698,U005719,奶粉,爱他美,13,1,2022-11-15
L0003699,U005534,奶粉,合生元,7,1,2018-02-15
L0003700,U003304,奶粉,飞鹤,5,1,2020-06-15
L0003701,U005355,奶粉,合生元,11,1,2018-10-15
L0003702,U002589,奶粉,合生元,7,0,
L0003703,U004763,奶粉,惠氏,4,0,
L0003704,U002675,奶粉,君乐宝,12,1,2024-11-15
L0003705,U003001,奶粉,爱他美,17,0,
L0003706,U001108,奶粉,君乐宝,10,1,2024-10-15
L0003707,U005783,奶粉,爱他美,13,0,
L0003708,U004001,奶粉,飞鹤,8,1,2021-05-15
L0003709,U003673,奶粉,美素佳儿,5,1,2020-07-15
L0003710,U004176,奶粉,美素佳儿,3,0,
L0003711,U001639,奶粉,合生元,15,1,2019-07-15
L0003712,U005072,奶粉,飞鹤,5,0,
L0003713,U005075,奶粉,美素佳儿,7,0,
L0003714,U005796,奶粉,美素佳儿,5,0,
L0003715,U000680,奶粉,美素佳儿,2,1,2024-08-15
L0003716,U003419,奶粉,惠氏,2,1,2018-12-15
L0003717,U001851,奶粉,美素佳儿,27,1,2020-06-15
L0003718,U004191,奶粉,合生元,10,0,
L0003719,U003395,奶粉,惠氏,13,1,2019-12-15
L0003720,U003502,奶粉,君乐宝,5,1,2022-03-15
L0003721,U001104,奶粉,惠氏,2,1,2024-01-15
L0003722,U002564,奶粉,君乐宝,7,0,
L0003723,U001221,奶粉,美素佳儿,14,1,2022-12-15
L0003724,U001836,奶粉,爱他美,4,1,2024-01-15
L0003725,U001332,奶粉,爱他美,12,0,
L0003726,U000459,奶粉,惠氏,6,1,2020-01-15
L0003727,U001685,奶粉,美素佳儿,5,0,
L0003728,U004097,奶粉,君乐宝,18,1,2020-10-15
L0003729,U002509,奶粉,合生元,18,1,2020-02-15
L0003730,U005684,奶粉,惠氏,9,1,2023-02-15
L0003731,U001306,奶粉,美素佳儿,2,1,2024-11-15
L0003732,U003926,奶粉,美素佳儿,8,1,2022-10-15
L0003733,U001901,奶粉,合生元,3,0,
L0003734,U001647,奶粉,合生元,2,1,2019-02-15
L0003735,U001416,奶粉,飞鹤,2,1,2020-03-15
L0003736,U005793,奶粉,美素佳儿,8,1,2018-05-15
L0003737,U005501,奶粉,爱他美,3,0,
L0003738,U003948,奶粉,美素佳儿,2,0,
L0003739,U000012,奶粉,美素佳儿,16,0,
L0003740,U001454,奶粉,美素佳儿,5,1,2019-10-15
L0003741,U005203,奶粉,飞鹤,9,0,
L0003742,U003183,奶粉,爱他美,1,0,
L0003743,U003453,奶粉,爱他美,5,1,2020-09-15
L0003744,U001197,奶粉,飞鹤,8,1,2019-07-15
L0003745,U005067,奶粉,美素佳儿,9,0,
L0003746,U002333,奶粉,合生元,17,1,2023-02-15
L0003747,U001998,奶粉,君乐宝,3,0,
L0003748,U004264,奶粉,君乐宝,4,0,
L0003749,U004739,奶粉,飞鹤,3,0,
L0003750,U004045,奶粉,合生元,11,0,
L0003751,U002694,奶粉,美素佳儿,4,1,2018-03-15
L0003752,U002550,奶粉,美素佳儿,7,1,2018-05-15
L0003753,U004255,奶粉,爱他美,8,0,
L0003754,U003218,奶粉,美素佳儿,9,1,2019-07-15
L0003755,U005197,奶粉,惠氏,4,1,2023-03-15
L0003756,U000168,奶粉,飞鹤,6,1,2022-01-15
L0003757,U002532,奶粉,爱他美,32,0,
L0003758,U003224,奶粉,合生元,7,1,2024-09-15
L0003759,U003950,奶粉,爱他美,8,0,
L0003760,U003494,奶粉,美素佳儿,10,0,
L0003761,U000779,奶粉,惠氏,10,1,2021-12-15
L0003762,U001640,奶粉,君乐宝,13,1,2024-05-15
L0003763,U000674,奶粉,合生元,8,0,
L0003764,U003962,奶粉,美素佳儿,6,0,
L0003765,U004859,奶粉,飞鹤,5,0,
L0003766,U001092,奶粉,爱他美,16,0,
L0003767,U004858,奶粉,惠氏,9,1,2023-10-15
L0003768,U003614,奶粉,合生元,6,1,2019-09-15
L0003769,U002033,奶粉,君乐宝,2,0,
L0003770,U003883,奶粉,爱他美,6,1,2022-10-15
L0003771,U002098,奶粉,惠氏,10,1,2023-07-15
L0003772,U003722,奶粉,爱他美,8,0,
L0003773,U005461,奶粉,美素佳儿,14,1,2024-02-15
L0003774,U003855,奶粉,合生元,4,1,2021-08-15
L0003775,U000032,奶粉,飞鹤,10,1,2021-12-15
L0003776,U002130,奶粉,君乐宝,17,0,
L0003777,U000407,奶粉,合生元,9,0,
L0003778,U000020,奶粉,合生元,7,1,2024-10-15
L0003779,U001381,奶粉,爱他美,9,1,2021-12-15
L0003780,U003416,奶粉,飞鹤,8,1,2024-10-15
L0003781,U002668,奶粉,美素佳儿,8,0,
L0003782,U000473,奶粉,爱他美,3,1,2024-12-15
L0003783,U003877,奶粉,合生元,6,1,2020-01-15
L0003784,U005260,奶粉,美素佳儿,9,1,2022-08-15
L0003785,U004706,奶粉,君乐宝,23,0,
L0003786,U005109,奶粉,美素佳儿,9,0,
L0003787,U003526,奶粉,飞鹤,3,1,2021-04-15
L0003788,U005969,奶粉,爱他美,6,0,
L0003789,U003377,奶粉,合生元,19,1,2021-02-15
L0003790,U002876,奶粉,飞鹤,8,0,
L0003791,U005745,奶粉,美素佳儿,36,1,2020-08-15
L0003792,U004542,奶粉,爱他美,13,0,
L0003793,U002681,奶粉,惠氏,11,0,
L0003794,U002656,奶粉,爱他美,4,0,
L0003795,U005683,奶粉,惠氏,2,1,2018-02-15
L0003796,U005100,奶粉,爱他美,8,1,2023-06-15
L0003797,U001024,奶粉,飞鹤,5,1,2021-12-15
L0003798,U003683,奶粉,君乐宝,14,0,
L0003799,U002706,奶粉,君乐宝,6,0,
L0003800,U003215,奶粉,爱他美,7,1,2019-05-15
L0003801,U003297,奶粉,惠氏,3,1,2021-01-15
L0003802,U002975,奶粉,君乐宝,11,0,
L0003803,U002834,奶粉,合生元,8,0,
L0003804,U003762,奶粉,美素佳儿,10,0,
L0003805,U004505,奶粉,爱他美,19,1,2023-01-15
L0003806,U002155,奶粉,君乐宝,15,0,
L0003807,U005065,奶粉,美素佳儿,4,1,2024-09-15
L0003808,U003027,奶粉,合生元,4,0,
L0003809,U004968,奶粉,美素佳儿,2,0,
L0003810,U005023,奶粉,君乐宝,10,1,2022-02-15
L0003811,U001657,奶粉,惠氏,7,0,
L0003812,U000872,奶粉,飞鹤,4,1,2019-04-15
L0003813,U001213,奶粉,美素佳儿,5,1,2018-10-15
L0003814,U001005,奶粉,美素佳儿,5,1,2018-12-15
L0003815,U001714,奶粉,合生元,5,0,
L0003816,U000292,奶粉,美素佳儿,11,1,2019-08-15
L0003817,U002128,奶粉,合生元,9,0,
L0003818,U003248,奶粉,爱他美,15,0,
L0003819,U005077,奶粉,爱他美,5,0,
L0003820,U004684,奶粉,爱他美,1,1,2024-06-15
L0003821,U004256,奶粉,君乐宝,12,0,
L0003822,U001634,奶粉,合生元,1,1,2018-11-15
L0003823,U001715,奶粉,飞鹤,9,0,
L0003824,U002582,奶粉,惠氏,14,1,2018-07-15
L0003825,U000005,奶粉,合生元,30,1,2022-11-15
L0003826,U000536,奶粉,飞鹤,16,0,
L0003827,U002380,奶粉,爱他美,4,1,2022-10-15
L0003828,U001509,奶粉,爱他美,4,0,
L0003829,U000662,奶粉,爱他美,5,1,2021-02-15
L0003830,U003556,奶粉,惠氏,19,1,2023-04-15
L0003831,U000675,奶粉,美素佳儿,6,1,2021-09-15
L0003832,U002419,奶粉,合生元,10,0,
L0003833,U004314,奶粉,爱他美,13,1,2023-05-15
L0003834,U005616,奶粉,爱他美,3,1,2022-01-15
L0003835,U002864,奶粉,美素佳儿,15,1,2022-09-15
L0003836,U003876,奶粉,合生元,12,0,
L0003837,U002774,奶粉,爱他美,11,0,
L0003838,U004293,奶粉,爱他美,7,0,
L0003839,U004543,奶粉,合生元,17,0,
L0003840,U002746,奶粉,君乐宝,3,1,2018-11-15
L0003841,U003284,奶粉,惠氏,6,0,
L0003842,U001692,奶粉,合生元,27,1,2019-11-15
L0003843,U004064,奶粉,美素佳儿,14,1,2018-05-15
L0003844,U002496,奶粉,合生元,14,1,2019-10-15
L0003845,U005120,奶粉,合生元,3,0,
L0003846,U005856,奶粉,惠氏,3,0,
L0003847,U000056,奶粉,飞鹤,6,0,
L0003848,U002629,奶粉,爱他美,5,1,2023-07-15
L0003849,U003000,奶粉,爱他美,8,1,2021-06-15
L0003850,U003690,奶粉,美素佳儿,16,1,2021-05-15
L0003851,U001621,奶粉,美素佳儿,4,1,2020-02-15
L0003852,U005071,奶粉,爱他美,6,1,2022-02-15
L0003853,U003822,奶粉,飞鹤,10,1,2019-04-15
L0003854,U004727,奶粉,惠氏,4,0,
L0003855,U002061,奶粉,君乐宝,8,0,
L0003856,U004670,奶粉,美素佳儿,5,1,2021-01-15
L0003857,U003570,奶粉,爱他美,3,0,
L0003858,U000288,奶粉,惠氏,13,1,2018-03-15
L0003859,U001151,奶粉,惠氏,10,0,
L0003860,U005611,奶粉,飞鹤,9,0,
L0003861,U003795,奶粉,合生元,2,0,
L0003862,U003156,奶粉,美素佳儿,13,0,
L0003863,U005297,奶粉,惠氏,3,0,
L0003864,U001345,奶粉,合生元,8,0,
L0003865,U002532,奶粉,飞鹤,7,1,2024-03-15
L0003866,U005303,奶粉,爱他美,5,0,
L0003867,U004592,奶粉,美素佳儿,3,0,
L0003868,U004853,奶粉,飞鹤,19,0,
L0003869,U002851,奶粉,惠氏,10,0,
L0003870,U001469,奶粉,合生元,14,1,2018-05-15
L0003871,U004281,奶粉,飞鹤,4,0,
L0003872,U002991,奶粉,君乐宝,8,1,2024-03-15
L0003873,U002813,奶粉,君乐宝,15,1,2024-10-15
L0003874,U002888,奶粉,惠氏,6,0,
L0003875,U002574,奶粉,美素佳儿,10,1,2024-09-15
L0003876,U002522,奶粉,君乐宝,15,1,2018-06-15
L0003877,U003644,奶粉,君乐宝,8,1,2018-09-15
L0003878,U001819,奶粉,合生元,8,1,2021-07-15
L0003879,U003585,奶粉,合生元,4,1,2024-04-15
L0003880,U000821,奶粉,君乐宝,4,0,
L0003881,U003799,奶粉,飞鹤,12,1,2022-03-15
L0003882,U004893,奶粉,合生元,5,0,
L0003883,U001095,奶粉,爱他美,4,1,2021-09-15
L0003884,U002320,奶粉,爱他美,6,1,2021-08-15
L0003885,U000892,奶粉,爱他美,7,0,
L0003886,U002165,奶粉,惠氏,3,1,2022-09-15
L0003887,U003785,奶粉,美素佳儿,16,0,
L0003888,U005231,奶粉,合生元,6,0,
L0003889,U005035,奶粉,美素佳儿,15,1,2018-04-15
L0003890,U005394,奶粉,爱他美,30,0,
L0003891,U001428,奶粉,惠氏,9,0,
L0003892,U004212,奶粉,合生元,10,1,2022-07-15
L0003893,U001722,奶粉,君乐宝,4,0,
L0003894,U005778,奶粉,君乐宝,3,1,2020-04-15
L0003895,U000661,奶粉,美素佳儿,4,0,
L0003896,U002470,奶粉,君乐宝,8,1,2020-09-15
L0003897,U004968,奶粉,君乐宝,1,1,2022-01-15
L0003898,U003298,奶粉,爱他美,9,1,2020-01-15
L0003899,U003696,奶粉,爱他美,4,0,
L0003900,U003674,奶粉,飞鹤,16,1,2023-04-15
L0003901,U003084,奶粉,惠氏,36,0,
L0003902,U000372,奶粉,爱他美,3,0,
L0003903,U000263,奶粉,君乐宝,6,1,2019-04-15
L0003904,U001130,奶粉,合生元,3,0,
L0003905,U004549,奶粉,合生元,12,1,2020-10-15
L0003906,U002520,奶粉,合生元,7,0,
L0003907,U001699,奶粉,惠氏,8,1,2021-10-15
L0003908,U002954,奶粉,惠氏,2,1,2022-06-15
L0003909,U004159,奶粉,美素佳儿,16,1,2023-03-15
L0003910,U003120,奶粉,爱他美,5,0,
L0003911,U001409,奶粉,美素佳儿,12,1,2021-12-15
L0003912,U000604,奶粉,惠氏,11,0,
L0003913,U004942,奶粉,惠氏,6,1,2018-07-15
L0003914,U003559,奶粉,合生元,29,1,2021-01-15
L0003915,U002501,奶粉,爱他美,17,0,
L0003916,U003426,奶粉,美素佳儿,5,0,
L0003917,U001774,奶粉,合生元,7,0,
L0003918,U004992,奶粉,合生元,10,0,
L0003919,U000207,奶粉,合生元,11,1,2022-02-15
L0003920,U002602,奶粉,惠氏,4,1,2023-08-15
L0003921,U001036,奶粉,美素佳儿,5,1,2021-07-15
